Carimbo_de_data_hora,Temperatura,Umidade_do_Ar,Umidade_do_Solo,Minutos_Decorridos,ID_Ciclo,Minutos_Decorridos_No_Ciclo
2025-06-18 01:10:01,22.0,83.6,86.1,0.0,0,0.0
2025-06-18 01:40:02,22.0,83.7,87.0,30.02,0,30.02
2025-06-18 02:10:02,20.6,89.9,88.4,60.02,0,60.02
2025-06-18 02:40:03,20.3,90.8,87.8,90.03,0,90.03
2025-06-18 03:10:04,20.3,90.4,88.4,120.05,0,120.05
2025-06-18 03:40:05,20.3,88.8,88.3,150.07,0,150.07
2025-06-18 04:10:06,20.1,90.2,88.7,180.08,0,180.08
2025-06-18 04:40:06,19.9,90.6,88.1,210.08,0,210.08
2025-06-18 05:10:33,19.8,91.3,89.2,240.53,0,240.53
2025-06-18 05:40:28,19.7,91.0,89.2,270.45,0,270.45
2025-06-18 06:10:28,19.5,91.6,89.0,300.45,0,300.45
2025-06-18 06:40:29,19.3,93.3,89.0,330.47,0,330.47
2025-06-18 07:10:30,19.3,94.0,90.0,360.48,0,360.48
2025-06-18 07:40:31,19.3,93.7,89.5,390.5,0,390.5
2025-06-18 08:10:32,19.7,92.9,89.5,420.52,0,420.52
2025-06-18 08:40:40,20.1,91.5,88.7,450.65,0,450.65
2025-06-18 09:10:40,20.6,90.1,89.0,480.65,0,480.65
2025-06-18 09:40:41,21.0,88.3,89.2,510.67,0,510.67
2025-06-18 10:10:42,21.4,87.3,88.6,540.68,0,540.68
2025-06-18 10:40:43,22.1,81.9,88.1,570.7,0,570.7
2025-06-18 11:10:43,23.0,75.9,89.6,600.7,0,600.7
2025-06-18 11:40:44,23.8,69.8,89.2,630.72,0,630.72
2025-06-18 12:10:45,24.2,67.4,89.7,660.73,0,660.73
2025-06-18 13:11:04,25.5,61.8,89.4,721.05,0,721.05
2025-06-18 13:41:05,26.1,55.3,87.6,751.07,0,751.07
2025-06-18 14:11:06,26.3,59.4,87.5,781.08,0,781.08
2025-06-18 14:41:07,26.7,57.9,86.7,811.1,0,811.1
2025-06-18 15:11:08,26.7,64.0,86.1,841.12,0,841.12
2025-06-18 15:41:08,26.5,61.4,86.1,871.12,0,871.12
2025-06-18 16:11:09,26.6,62.4,88.2,901.13,0,901.13
2025-06-18 16:41:10,26.1,63.6,88.3,931.15,0,931.15
2025-06-18 17:11:11,25.9,65.3,89.4,961.17,0,961.17
2025-06-18 17:41:12,25.5,67.2,93.5,991.18,0,991.18
2025-06-18 18:11:13,25.2,67.8,93.9,1021.2,0,1021.2
2025-06-18 23:44:20,22.8,78.3,100.0,1354.32,0,1354.32
2025-06-19 00:14:20,22.7,77.4,95.4,1384.32,0,1384.32
2025-06-19 00:44:21,22.5,77.9,93.8,1414.33,0,1414.33
2025-06-19 01:14:22,22.5,77.0,93.9,1444.35,0,1444.35
2025-06-19 01:44:23,22.5,75.1,94.9,1474.37,0,1474.37
2025-06-19 02:14:24,22.4,76.8,93.8,1504.38,0,1504.38
2025-06-19 02:44:24,22.2,78.2,93.0,1534.38,0,1534.38
2025-06-19 03:14:25,21.9,79.1,91.9,1564.4,0,1564.4
2025-06-19 03:44:26,21.8,79.6,91.5,1594.42,0,1594.42
2025-06-19 04:14:27,21.8,79.5,91.5,1624.43,0,1624.43
2025-06-19 04:44:28,21.5,81.3,93.6,1654.45,0,1654.45
2025-06-19 05:14:28,21.3,82.7,93.6,1684.45,0,1684.45
2025-06-19 05:44:29,21.1,83.6,93.0,1714.47,0,1714.47
2025-06-19 06:14:30,21.1,84.2,93.2,1744.48,0,1744.48
2025-06-19 06:44:34,20.9,88.6,93.6,1774.55,0,1774.55
2025-06-19 07:14:35,20.8,90.0,91.0,1804.57,0,1804.57
2025-06-19 07:44:36,21.1,90.3,91.3,1834.58,0,1834.58
2025-06-19 08:14:37,21.5,89.4,91.1,1864.6,0,1864.6
2025-06-19 08:44:48,22.0,86.9,91.3,1894.78,0,1894.78
2025-06-19 09:14:49,22.5,81.9,91.1,1924.8,0,1924.8
2025-06-19 09:44:50,22.9,83.3,94.7,1954.82,0,1954.82
2025-06-19 10:14:51,23.2,83.5,90.9,1984.83,0,1984.83
2025-06-19 10:44:51,23.7,80.7,90.1,2014.83,0,2014.83
2025-06-19 11:14:52,24.8,69.1,93.0,2044.85,0,2044.85
2025-06-19 11:44:53,25.4,67.5,94.4,2074.87,0,2074.87
2025-06-19 12:15:07,25.7,67.7,94.9,2105.1,0,2105.1
2025-06-19 12:45:07,26.2,63.6,95.9,2135.1,0,2135.1
2025-06-19 13:15:08,26.4,64.5,95.6,2165.12,0,2165.12
2025-06-19 13:45:09,26.8,62.8,97.9,2195.13,0,2195.13
2025-06-19 14:10:33,27.0,64.3,85.5,2220.53,0,2220.53
2025-06-19 14:40:33,27.1,63.7,84.1,2250.53,0,2250.53
2025-06-19 15:10:34,27.3,63.5,84.2,2280.55,0,2280.55
2025-06-19 15:40:35,27.4,62.3,83.4,2310.57,0,2310.57
2025-06-19 16:10:36,27.4,61.6,83.2,2340.58,0,2340.58
2025-06-19 16:40:37,27.3,60.2,83.2,2370.6,0,2370.6
2025-06-19 17:10:37,27.2,65.5,83.2,2400.6,0,2400.6
2025-06-19 17:40:38,26.2,72.8,83.1,2430.62,0,2430.62
2025-06-19 18:10:39,25.5,73.1,83.0,2460.63,0,2460.63
2025-06-19 18:40:40,25.2,73.1,83.8,2490.65,0,2490.65
2025-06-19 19:10:41,25.0,71.7,82.6,2520.67,0,2520.67
2025-06-19 19:40:42,24.9,71.2,83.2,2550.68,0,2550.68
2025-06-19 20:10:42,24.7,72.7,82.6,2580.68,0,2580.68
2025-06-19 20:40:43,24.4,75.4,83.1,2610.7,0,2610.7
2025-06-19 21:10:44,24.2,74.8,83.3,2640.72,0,2640.72
2025-06-19 21:40:45,24.0,77.0,83.5,2670.73,0,2670.73
2025-06-19 22:10:46,23.8,77.6,83.2,2700.75,0,2700.75
2025-06-19 22:40:46,23.5,81.6,83.1,2730.75,0,2730.75
2025-06-19 23:10:47,23.2,85.5,83.1,2760.77,0,2760.77
2025-06-19 23:40:48,23.0,83.9,83.4,2790.78,0,2790.78
2025-06-20 00:10:49,22.7,84.0,84.0,2820.8,0,2820.8
2025-06-20 00:40:49,22.5,84.8,84.2,2850.8,0,2850.8
2025-06-20 01:10:50,22.4,86.3,83.7,2880.82,0,2880.82
2025-06-20 01:40:51,22.2,87.0,84.0,2910.83,0,2910.83
2025-06-20 02:10:52,22.2,86.1,83.6,2940.85,0,2940.85
2025-06-20 02:40:53,22.1,86.7,84.2,2970.87,0,2970.87
2025-06-20 03:10:53,22.0,88.2,83.2,3000.87,0,3000.87
2025-06-20 03:40:54,21.8,87.7,82.7,3030.88,0,3030.88
2025-06-20 04:10:55,21.4,87.2,82.1,3060.9,0,3060.9
2025-06-20 04:40:56,21.2,87.9,83.6,3090.92,0,3090.92
2025-06-20 05:10:57,21.1,88.4,83.3,3120.93,0,3120.93
2025-06-20 05:40:57,21.0,88.0,83.2,3150.93,0,3150.93
2025-06-20 06:10:58,20.9,86.9,81.9,3180.95,0,3180.95
2025-06-20 06:40:59,20.7,85.9,81.5,3210.97,0,3210.97
2025-06-20 07:11:00,20.6,87.8,81.7,3240.98,0,3240.98
2025-06-20 07:41:00,20.8,87.3,82.0,3270.98,0,3270.98
2025-06-20 08:11:01,21.1,86.1,82.3,3301.0,0,3301.0
2025-06-20 08:41:02,21.4,84.5,80.8,3331.02,0,3331.02
2025-06-20 09:11:04,21.9,85.6,80.8,3361.05,0,3361.05
2025-06-20 09:41:05,22.4,85.1,80.3,3391.07,0,3391.07
2025-06-20 10:11:05,22.9,83.6,80.4,3421.07,0,3421.07
2025-06-20 10:41:06,23.3,80.6,80.0,3451.08,0,3451.08
2025-06-20 11:11:07,23.9,73.0,81.0,3481.1,0,3481.1
2025-06-20 11:41:08,24.4,70.0,79.9,3511.12,0,3511.12
2025-06-20 12:11:09,24.8,66.7,79.2,3541.13,0,3541.13
2025-06-20 12:41:10,25.3,65.9,79.4,3571.15,0,3571.15
2025-06-20 13:11:11,25.8,63.0,78.4,3601.17,0,3601.17
2025-06-20 13:41:13,26.3,61.3,77.8,3631.2,0,3631.2
2025-06-20 14:11:14,26.5,60.3,78.0,3661.22,0,3661.22
2025-06-20 14:41:14,26.7,55.8,77.8,3691.22,0,3691.22
2025-06-20 15:11:15,27.2,49.9,77.1,3721.23,0,3721.23
2025-06-20 15:41:16,27.6,47.5,77.5,3751.25,0,3751.25
2025-06-20 16:11:17,27.5,48.3,75.5,3781.27,0,3781.27
2025-06-20 16:41:18,27.3,51.7,74.6,3811.28,0,3811.28
2025-06-20 17:11:19,27.1,52.4,76.4,3841.3,0,3841.3
2025-06-20 17:41:19,26.6,54.2,76.5,3871.3,0,3871.3
2025-06-20 18:11:20,26.2,54.5,76.8,3901.32,0,3901.32
2025-06-20 18:41:21,25.6,60.4,75.1,3931.33,0,3931.33
2025-06-20 19:11:22,25.3,67.8,75.1,3961.35,0,3961.35
2025-06-20 19:41:23,25.0,72.7,75.1,3991.37,0,3991.37
2025-06-20 20:11:23,24.8,68.4,74.3,4021.37,0,4021.37
2025-06-20 20:41:24,24.5,68.6,73.7,4051.38,0,4051.38
2025-06-20 21:11:25,24.3,69.0,74.1,4081.4,0,4081.4
2025-06-20 21:41:26,24.1,71.4,73.2,4111.42,0,4111.42
2025-06-20 22:11:27,24.0,70.9,71.4,4141.43,0,4141.43
2025-06-20 22:41:28,23.9,66.7,73.2,4171.45,0,4171.45
2025-06-20 23:11:28,23.9,66.8,72.6,4201.45,0,4201.45
2025-06-20 23:41:29,23.8,67.2,73.5,4231.47,0,4231.47
2025-06-21 00:11:30,23.5,68.8,72.5,4261.48,0,4261.48
2025-06-21 00:41:30,23.2,70.2,71.2,4291.48,0,4291.48
2025-06-21 01:11:31,23.0,67.3,70.5,4321.5,0,4321.5
2025-06-21 01:41:32,22.9,70.4,72.6,4351.52,0,4351.52
2025-06-21 02:11:33,22.6,75.4,71.5,4381.53,0,4381.53
2025-06-21 02:41:34,22.4,74.5,69.9,4411.55,0,4411.55
2025-06-21 03:11:34,22.5,71.7,67.4,4441.55,0,4441.55
2025-06-21 03:41:35,22.3,74.4,66.9,4471.57,0,4471.57
2025-06-21 04:11:36,22.2,74.8,67.4,4501.58,0,4501.58
2025-06-21 04:41:37,22.1,74.5,66.8,4531.6,0,4531.6
2025-06-21 05:11:38,21.8,79.6,66.8,4561.62,0,4561.62
2025-06-21 05:41:38,21.6,80.3,66.7,4591.62,0,4591.62
2025-06-21 06:11:39,21.7,78.2,66.9,4621.63,0,4621.63
2025-06-21 06:41:40,21.6,77.4,66.6,4651.65,0,4651.65
2025-06-21 07:11:41,21.5,82.3,66.8,4681.67,0,4681.67
2025-06-21 07:41:41,21.5,82.8,66.6,4711.67,0,4711.67
2025-06-21 08:11:42,21.9,86.9,66.4,4741.68,0,4741.68
2025-06-21 08:41:43,22.3,86.1,66.7,4771.7,0,4771.7
2025-06-21 09:11:44,22.9,84.4,67.3,4801.72,0,4801.72
2025-06-21 09:41:45,23.3,78.5,67.1,4831.73,0,4831.73
2025-06-21 10:11:45,23.8,77.4,67.9,4861.73,0,4861.73
2025-06-21 10:41:46,24.5,75.0,68.0,4891.75,0,4891.75
2025-06-21 11:11:47,25.2,65.8,68.7,4921.77,0,4921.77
2025-06-21 11:41:48,26.5,55.1,68.8,4951.78,0,4951.78
2025-06-21 12:11:49,27.2,52.3,58.1,4981.8,0,4981.8
2025-06-21 12:41:51,28.5,49.1,50.3,5011.83,0,5011.83
2025-06-21 13:11:52,28.5,51.5,56.2,5041.85,0,5041.85
